show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6709,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,2019-11-01,2018,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances."
s6713,Movie,Every Time I Die,Robi Michael,"Drew Fonteiro, Marc Menchaca, Michelle Macedo, Tyler Fleming, Melissa Macedo, Kenneth Moronta, Frankie Hinton",United States,2020-02-25,2019,TV-MA,98 min,"Dramas, Independent Movies, Thrillers","After a paramedic’s violent death during a weekend trip, his spirit inhabits his friends’ bodies in an effort to save them from a similar fate."
s6714,Movie,Everybody Knows,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández, Bárbara Lennie, Inma Cuesta, Elvira Mínguez, Ramón Barea, Carla Campra, Sara Sálamo, Roger Casamajor, José Ángel Egido","Spain, France, Italy",2019-06-06,2019,R,133 min,"Dramas, International Movies, Thrillers","Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted."
s6717,Movie,Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",United Kingdom,2018-07-26,2015,R,108 min,"Dramas, Independent Movies, International Movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence."
s6724,Movie,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,2019-08-29,2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
s6730,Movie,F the Prom,Benny Fine,"Cameron Palatas, Richard Karn, Cheri Oteri, Danielle Campbell, Nicholle Tom, Joel Courtney, Luke Bilyk",United States,2018-03-05,2017,TV-MA,92 min,"Comedies, Romantic Movies","Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom."
s6731,Movie,Face 2 Face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,2018-01-15,2017,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats."
s6735,Movie,Fall Girls,Chris Stokes,"Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney",United States,2020-01-01,2019,TV-14,80 min,Comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
s6737,Movie,Familiye,"Sedat Kirtan, Kubilay Sarikaya","Kubilay Sarikaya, Arnel Taci, Muhammed Kirtan, Violetta Schurawlow, Burak Yiğit, Giwar Xatar Hajabi, Ridvan Kirtan, Ilhan Erdinc, Michael Hanemann, Sedat Kirtan",Germany,2019-05-01,2017,TV-MA,99 min,"Dramas, Independent Movies, International Movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison."
s6738,Movie,Famous in Ahmedabad,Hardik Mehta,,India,2016-12-15,2015,TV-14,29 min,"Documentaries, International Movies",Follow an 11-year-old boy as he goes from ordinary child to colorful competitor in his quest for a big win at India’s biggest kite-flying festival.
s6739,Movie,Fanatic,Keith L. Smith,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",United States,2019-08-24,2019,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
s6741,Movie,Farce,Shadi Ali,"Ahmed Fathy, Bayoumi Fouad, Sami Maghouri, Mohammed Tharwat, Mohamed Salam, Haya Ibrahim, Mohsen Mansour",Egypt,2019-06-06,2017,TV-MA,94 min,"Comedies, International Movies","A beauty expert, a drug dealer and a bungling revolutionary end up in the grips of an extremist group after meeting on a plane to Lebanon."
s6746,Movie,Feel Rich,Peter Spirer,"Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III",United States,2017-08-23,2017,TV-MA,70 min,Documentaries,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness."
s6748,Movie,Fifty,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli",Nigeria,2015-12-28,2015,NR,101 min,"Dramas, International Movies","In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week."
s6750,Movie,Figures of Speech,Ari Levinson,Chris Pine,United States,2016-12-21,2016,TV-PG,92 min,Documentaries,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition."
s6752,Movie,Filmworker,Tony Zierra,Leon Vitali,United States,2018-11-01,2017,TV-MA,94 min,Documentaries,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.
s6753,Movie,Filosofi Kopi The Movie,Angga Dwimas Sasongko,"Chicco Jerikho, Rio Dewanto, Julie Estelle, Jajang C. Noer, Slamet Rahardjo, Otig Pakis, Arash Buana, Hazel Raditya, Dimas Harya, Westny Dj",Indonesia,2018-10-11,2015,TV-PG,118 min,"Dramas, International Movies",The level-headed owner of a struggling coffee shop finds his future at risk when his partner – a talented but cocky barista – makes a major bet.
s6757,Movie,Fire at Sea,Gianfranco Rosi,"Samuele Caruana, Giuseppe Fragapane","Italy, France",2017-03-21,2016,TV-14,114 min,"Documentaries, International Movies","Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year."
s6759,Movie,First Impression,Arthur Muhammad,"Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross",United States,2019-05-17,2018,TV-14,96 min,"Comedies, Romantic Movies","Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance."
s6760,Movie,First Kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States",2019-09-01,2017,R,102 min,Action & Adventure,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime."
s6761,Movie,FirstBorn,Nirpal Bhogal,"Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",United Kingdom,2017-03-31,2016,TV-MA,90 min,"Horror Movies, International Movies",A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.
s6762,Movie,Fishpeople,Keith Malloy,,,2018-04-01,2017,TV-14,49 min,"Documentaries, Sports Movies","In this exploration of the life-changing power of the ocean, six people from very different backgrounds find purpose and meaning in the sea."
s6763,Movie,Fishtail,Andrew Renzi,Harry Dean Stanton,United States,2018-10-01,2015,NR,61 min,Documentaries,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
s6765,Movie,Fittest in Dubai,Gerry Blaksley,,United Arab Emirates,2020-04-15,2019,TV-14,60 min,"Documentaries, International Movies, Sports Movies",Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin.
s6769,Movie,Flimflam,Khaled Marei,"Ahmed Helmy, Donia Samir Ghanim, Sabrine, Bayyumi Fuad, Jamila Adel Awad, Bea, Yasser El Tobgy, Enaam Salousa",Egypt,2019-06-13,2016,TV-14,102 min,"Comedies, International Movies","Nosy family in tow, a fun-loving bachelor goes on a romantic getaway, but he ends up pretending to be married to a complete stranger to avoid trouble."
s6770,Movie,Flock of Four,Gregory Caruso,"Braeden Lemasters, Isaac Jay, Uriah Shelton, Dylan Riley Snyder, Coco Jones, Shane Harper, Nadji Jeter, Connor Paolo, Gatlin Green, Reg E. Cathey",United States,2018-08-01,2018,TV-MA,83 min,"Dramas, Independent Movies, Music & Musicals","One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play."
s6773,Movie,Follow Me,Asri Bendacha,Asri Bendacha,"United Arab Emirates, United States, United Kingdom",2018-11-16,2017,TV-MA,86 min,"Documentaries, International Movies","Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers."
s6776,Movie,Footprints: The Path of Your Life,Juan Manuel Cotelo,,Spain,2017-06-30,2015,PG,90 min,"Documentaries, Faith & Spirituality, International Movies","This documentary follows 10 men who agree to walk the Camino de Santiago, a 500-mile, 40-day trek that will challenge their strength and faith."
s6778,Movie,For Grace,"Mark Helenowski, Kevin Pang",,United States,2016-03-02,2015,TV-PG,92 min,Documentaries,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships."
s6780,Movie,For Love or Money,Mark Murphy,"Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds",United Kingdom,2019-08-16,2019,TV-MA,95 min,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
s6781,Movie,For the Birds,Richard Miron,Kathy Murphy,United States,2019-09-01,2018,TV-MA,93 min,Documentaries,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family."
s6784,Movie,Forbidden Games: The Justin Fashanu Story,"Jon Carey, Adam Darke","Justin Fashanu, John Fashanu",United Kingdom,2017-12-01,2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies","This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer."
s6787,Movie,Forever Chape,Luis Ara,,Brazil,2018-08-02,2018,TV-MA,74 min,"Documentaries, International Movies, Sports Movies","In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history."
s6788,Movie,Forever Pure,Maya Zinshtein,,"United Kingdom, Israel, Russia",2017-05-29,2016,TV-MA,87 min,"Documentaries, International Movies, Sports Movies",The furor over the addition of two Muslim players to the Beitar Jerusalem soccer club underscores the role of institutionalized racism in Israel.
s6797,Movie,Freak Show,Trudie Styler,"Alex Lawther, Abigail Breslin, AnnaSophia Robb, Ian Nelson, Celia Weston, Laverne Cox, Bette Midler, Willa Fitzgerald, Larry Pine, John McEnroe, Mickey Sumner, Daniel Bellomy, Wally Dunn, Marceline Hugot",United States,2020-08-13,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies","Forced to attend a new high school, a glamorous teen navigates hostile territory before taking a stand by running for homecoming queen."
s6800,Movie,Freeway: Crack in the System,Marc Levin,Freeway Rick Ross,"United States, Nicaragua",2017-12-15,2015,R,103 min,Documentaries,"Take in the true account of drug kingpin ""Freeway"" Rick Ross's empire and how the CIA helped him fuel America's  devastating crack cocaine epidemic."
s6801,Movie,Freezer's Campaign,Sameh Abdulaziz,"Bayyumi Fuad, Chico, Hesham Maged, Ahmed Fathy, Nesreen Ameen, Dareen Haddad, Bushra, Samy Maghawry",Egypt,2019-06-06,2016,TV-MA,116 min,"Comedies, International Movies","When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost."
s6802,Movie,French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",United States,2016-02-04,2015,TV-MA,72 min,"Dramas, Independent Movies","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change."
s6803,Movie,Freshman Year,Jude Okwudiafor Johnson,"Diallo Thompson, Natalia Dominguez, Benjamin A. Onyango, Gregory Alan Williams, Desalene Jones, Wynton Odd, Ed Gonzalez Moreno, Natasha Dee Davis, Cameron Schaefer, Joshua Flores-Q",United States,2020-03-03,2019,TV-PG,104 min,"Dramas, Faith & Spirituality",A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.
s6806,Movie,Friend Request,Simon Verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford",Germany,2018-04-18,2016,R,92 min,"Horror Movies, International Movies",A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.
s6808,Movie,From Japan to Egypt,Mahmoud Karim,"Ahmed Eid, Saki Tsukamoto, Nada Moussa, Mohammed Tharwat",Egypt,2019-06-06,2017,TV-14,93 min,"Children & Family Movies, Comedies, Dramas","After his wife relocates to her home country of Japan, an Egyptian man – and father of two rambunctious kids – tries to win her back."
s6810,Movie,Froning: The Fittest Man in History,Heber Cannon,Rich Froning,United States,2018-07-15,2016,PG,99 min,"Documentaries, International Movies, Sports Movies",Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.
s6815,Movie,Full Out,Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher","Canada, United States",2016-09-01,2015,TV-PG,88 min,"Children & Family Movies, Dramas, Sports Movies","After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics."
s6816,Movie,Functional Fitness,Bob Rose,,United States,2018-01-01,2016,TV-MA,106 min,Documentaries,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them."
s6817,Movie,Furie,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",Vietnam,2019-09-25,2019,TV-MA,97 min,"Action & Adventure, Dramas, International Movies","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
s6818,Movie,Furthest Witness,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel","United States, United Kingdom",2019-04-24,2017,TV-MA,88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe."
s6820,Movie,Gabriel and the Mountain,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq","Brazil, France",2018-11-09,2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?"
s6824,Movie,Galih dan Ratna,Lucky Kuswandi,"Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo",Indonesia,2018-09-15,2017,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
s6831,Movie,Gehenna: Where Death Lives,Hiroshi Katagiri,"Eva Swan, Simon Phillips, Justin Gordon, Doug Jones, Lance Henriksen, Matthew Edward Hegstrom, Patrick Gorman, Sean Sprawling, Masashi Odate","Japan, United States",2018-12-10,2016,TV-MA,107 min,"Horror Movies, Thrillers",Developers looking for a location to build a resort on Saipan stumble into a subterranean bunker from WWII where an evil force lies in wait.
s6832,Movie,Gelo,Manbhavan Singh,"Jaspinder Cheema, Pavan Malhotra, Gurjit Singh, Dilawar Sidhu, Aditya Sharma, Raj Dhaliwal",India,2017-12-15,2016,TV-MA,118 min,"Dramas, International Movies",A Punjabi woman who works on a farm must endure the difficulties of living in an oppressive class-based society and a dysfunctional community.
s6833,Movie,Gemini,P.K. Baaburaaj,"Esther Anil, Sijoy Varghese, Renji Panicker, Thanusree Ghosh, Sasi Kalinga, Kishore Sathya, Sethu Lakshmi, Rosin Jolly",India,2018-07-01,2018,TV-PG,130 min,Dramas,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees."
s6834,Movie,Gender Revolution: A Journey with Katie Couric,,Katie Couric,United States,2018-02-01,2017,TV-PG,90 min,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
s6846,Movie,Ghost House,Rich Ragsdale,"Scout Taylor-Compton, James Landry Hébert, Mark Boone Junior, Michael S. New, Russell Geoffrey Banks, Rich Lee Gray, Elana Krausz, Kevin Ragsdale, Wen-Chu Yang, Katrina Grey","Thailand, United States",2017-12-31,2017,TV-MA,100 min,Horror Movies,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon."
s6859,Movie,God Bless the Broken Road,Harold Cronk,"Patrika Darbo, Kim Delaney, Jordin Sparks, Makenzie Moss, Liam Matthews, Andrew W. Walker, Lindsay Pulsipher, Gary Grubbs, Robin Givens, Arthur Cartwright",United States,2019-02-09,2018,PG,111 min,"Children & Family Movies, Dramas, Faith & Spirituality","After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
s6860,Movie,God Knows Where I Am,"Jedd Wider, Todd Wider",Lori Singer,United States,2018-10-22,2016,TV-PG,103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
s6861,Movie,God of War,Gordon Chan,"Vincent Zhao, Sammo Kam-Bo Hung, Regina Wan, Yasuaki Kurata, Keisuke Koide, Timmy Hung, Michael Tong","China, Hong Kong",2017-12-16,2017,NR,129 min,"Action & Adventure, International Movies",A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.
s6863,Movie,God's Not Dead: A Light in Darkness,Michael Mason,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",United States,2018-12-04,2018,PG,106 min,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,2018-05-01,2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection."
s6868,Movie,Goldie,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",United States,2020-06-22,2019,TV-MA,89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together."
s6870,Movie,Goldstone,Ivan Sen,"Aaron Pedersen, Alex Russell, Jacki Weaver, Cheng Pei-pei, David Gulpilil, Michelle Lim Davidson, David Wenham, Tommy Lewis, Tommy Caldwell",Australia,2018-12-10,2016,R,110 min,Thrillers,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
s6873,Movie,Gone are the Days,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",United States,2019-01-01,2018,R,100 min,Independent Movies,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
s6875,Movie,Good Kids,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,2017-01-19,2016,R,90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.
s6877,Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",United States,2020-08-20,2019,TV-MA,75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly."
s6882,Movie,Gook,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",United States,2018-03-06,2017,TV-MA,95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future."
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom",2019-04-25,2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s6888,Movie,Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani",India,2017-10-15,2015,TV-14,109 min,"Dramas, Independent Movies, International Movies",A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.
s6893,Movie,Grass,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",United States,2019-02-14,2017,TV-MA,57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
s6897,Movie,Green Room,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox",United States,2018-11-12,2015,R,95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis."
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,2018-01-01,2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
s6899,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,,United States,2018-04-01,2016,TV-MA,97 min,Documentaries,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle."
s6900,Movie,Growing Up Coy,Eric Juhola,,United States,2017-01-06,2016,TV-PG,82 min,"Documentaries, LGBTQ Movies","Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case."
s6901,Movie,Gun Runners,Anjali Nayar,,Canada,2017-02-01,2015,TV-PG,90 min,"Documentaries, International Movies, Sports Movies",Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",United Kingdom,2019-07-26,2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
s6904,Movie,Héroes,Esteban Vidal,"Fabrizio Copano, Juanita Ringeling, Fernando Alarcón, Delfina Guzmán, Paty Cofré, Andrés Rillón, Julio Jung, Nicolás Oyarzún",Chile,2018-08-19,2015,TV-MA,91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme."
s6912,Movie,Halo: The Fall of Reach,Ian Kirby,"Jen Taylor, Steve Downes, Michelle Lukes, Britt Baron, Travis Willingham, John Bently, Todd Haberkorn, Cole Jensen",United States,2016-03-07,2015,TV-14,65 min,"Action & Adventure, Sci-Fi & Fantasy",Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.
s6915,Movie,Hamza's Suitcase,Akram Farouk,"Hamada Helal, Yousra El Lozy, Ahmed Fathy, Mohammed Tharwat, Samia Trabelsi, Diaa El-Merghani, Abdalah Mishrif, Mohamed Metwalli, Samy Maghawry, Bayoumi Fouad, Inas al-Najjar, Taher Abu Lela",Egypt,2019-05-02,2017,TV-14,79 min,"Comedies, International Movies","When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals."
s6916,Movie,Hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",United States,2020-05-06,2017,R,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,Hans Zimmer,United Kingdom,2018-03-01,2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
s6921,Movie,Happy Hunting,"Joe Dietsch, Louie Gibson","Martin Dingle-Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm, C.J. Baker, Jeremy Lawson, Liesel Hanson, Kenneth Billings, Michael Tipps",United States,2018-01-01,2017,TV-MA,91 min,"Horror Movies, Independent Movies","On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest."
s6925,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,2017-09-06,2015,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
s6926,Movie,Hardcore Henry,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrey Dementiev, Dasha Charusha, Svetlana Ustinova, Tim Roth, Ilya Naishuller","Russia, United States, China",2020-08-01,2015,R,96 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers."
s6930,Movie,Harold and Lillian: A Hollywood Love Story,Daniel Raim,"Harold Michelson, Lillian Michelson, Mel Brooks, Francis Ford Coppola, Danny DeVito",United States,2018-11-25,2015,TV-14,95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits."
s6934,Movie,Harry and Snowman,Ron Davis,Harry DeLeyer,United States,2017-01-15,2015,TV-PG,83 min,"Documentaries, Sports Movies","With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper."
s6935,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",Harry Benson,United States,2017-05-01,2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
